,word,state
16991,sufficient,B-ADJP
16992,to,B-VP
16993,run,I-VP
16994,the,B-NP
16995,plant,I-NP
16996,and,O
16997,make,B-VP
16998,payments,B-NP
16999,on,B-PP
17000,past,B-NP
17001,construction,I-NP
17002,costs,I-NP
17003,",",O
17004,consideration,B-NP
17005,of,B-PP
17006,Nil,Nil
17007,the,B-NP
17008,owners,I-NP
17009,',B-NP
17010,financial,I-NP
17011,condition,I-NP
17012,is,B-VP
17013,pointless,B-ADJP
17014,.,O
17015,Nil,Nil
17016,Not,B-ADJP
17017,likely,I-ADJP
17018,",",O
17019,I,B-NP
17020,think,B-VP
17021,.,O
17022,Nil,Nil
17023,Costly,B-NP
17024,infertility,I-NP
17025,Nil,Nil
17026,problems,I-NP
17027,and,I-NP
17028,procedures,I-NP
17029,proliferate,B-VP
17030,as,B-SBAR
17031,aging,B-NP
17032,baby,I-NP
17033,boomers,I-NP
17034,and,O
17035,others,B-NP
17036,decide,B-VP
17037,to,I-VP
17038,have,I-VP
17039,children,B-NP
17040,--,O
17041,now,B-ADVP
17042,.,O
17043,Nil,Nil
17044,Nil,Nil
17045,The,B-NP
17046,program,I-NP
17047,",",O
17048,which,B-NP
17049,will,B-VP
17050,be,I-VP
17051,shipped,I-VP
17052,in,B-PP
17053,January,B-NP
17054,1990,I-NP
17055,",",O
17056,runs,B-VP
17057,on,B-PP
17058,the,B-NP
17059,Unix,I-NP
17060,operating,I-NP
17061,system,I-NP
17062,.,O
17063,Nil,Nil
17064,A,B-NP
17065,series,I-NP
17066,of,B-PP
17067,newspaper,B-NP
17068,articles,I-NP
17069,accused,B-VP
17070,the,B-NP
17071,trust,I-NP
17072,of,B-PP
17073,short-changing,B-VP
17074,the,B-NP
17075,government,I-NP
17076,over,B-PP
17077,the,B-NP
17078,Picop,I-NP
17079,sale,I-NP
17080,.,O
17081,Nil,Nil
17082,The,B-NP
17083,buy-out,I-NP
17084,fell,B-VP
17085,through,B-ADVP
17086,Nil,Nil
17087,when,B-ADVP
17088,Citicorp,B-NP
17089,and,O
17090,Chase,B-NP
17091,Manhattan,I-NP
17092,Corp.,I-NP
17093,unexpectedly,B-ADVP
17094,failed,B-VP
17095,to,I-VP
17096,obtain,I-VP
17097,bank,B-NP
17098,financing,I-NP
17099,.,O
17100,Nil,Nil
17101,Warner,B-NP
17102,obviously,B-ADVP
17103,does,B-VP
17104,n't,I-VP
17105,think,I-VP
17106,that,B-SBAR
17107,it,B-NP
17108,is,B-VP
17109,in,B-PP
17110,its,B-NP
17111,own,I-NP
17112,interests,I-NP
17113,to,B-VP
17114,let,I-VP
17115,Mr.,B-NP
17116,Guber,I-NP
17117,and,O
17118,Mr.,B-NP
17119,Peters,I-NP
17120,go,B-VP
17121,Nil,Nil
17122,off,B-PP
17123,to,B-PP
17124,Columbia,B-NP
17125,.,O
17126,Nil,Nil
17127,There,B-NP
17128,is,B-VP
17129,no,B-NP
17130,effective,I-NP
17131,regulation,I-NP
17132,of,B-PP
17133,planners,B-NP
17134,",",O
17135,no,B-NP
17136,accepted,I-NP
17137,standard,I-NP
17138,for,B-PP
17139,admission,B-NP
17140,into,B-PP
17141,their,B-NP
17142,ranks,I-NP
17143,--,O
17144,Nil,Nil
17145,a,B-NP
17146,dog,I-NP
17147,got,B-VP
17148,into,B-PP
17149,one,B-NP
17150,trade,I-NP
17151,group,I-NP
17152,--,O
17153,no,B-NP
17154,way,I-NP
17155,to,B-VP
17156,assess,I-VP
17157,their,B-NP
17158,performance,I-NP
17159,",",O
17160,no,B-NP
17161,way,I-NP
17162,even,B-NP
17163,to,B-VP
17164,know,I-VP
17165,how,B-NP
17166,many,I-NP
17167,of,B-PP
17168,them,B-NP
17169,there,B-NP
17170,are,B-VP
17171,-LRB-,O
17172,estimates,B-NP
17173,range,B-VP
17174,from,B-PP
17175,Nil,Nil
17176,"60,000",B-NP
17177,to,B-PP
17178,"450,000",B-NP
17179,-RRB-,O
17180,.,O
17181,Nil,Nil
17182,Cable,B-NP
17183,&,I-NP
17184,Wireless,I-NP
17185,PLC,I-NP
17186,Nil,Nil
17187,of,B-PP
17188,Britain,B-NP
17189,won,B-VP
17190,the,B-NP
17191,other,I-NP
17192,license,I-NP
17193,.,O
17194,Nil,Nil
17195,Red,B-NP
17196,tractors,I-NP
17197,gingerly,B-ADVP
17198,picked,B-VP
17199,at,B-PP
17200,the,B-NP
17201,rubble,I-NP
17202,while,B-SBAR
17203,jackhammers,B-NP
17204,Nil,Nil
17205,tried,B-VP
17206,to,I-VP
17207,break,I-VP
17208,up,B-PRT
17209,some,B-NP
17210,of,B-PP
17211,the,B-NP
17212,massive,I-NP
17213,slabs,I-NP
17214,of,B-PP
17215,concrete,B-NP
17216,.,O
17217,Nil,Nil
17218,The,B-NP
17219,Dow,I-NP
17220,Jones,I-NP
17221,industrials,I-NP
17222,closed,B-VP
17223,Nil,Nil
17224,up,B-ADVP
17225,39.55,B-NP
17226,",",O
17227,at,B-PP
17228,2683.20,B-NP
17229,",",O
17230,after,B-PP
17231,rising,B-VP
17232,over,B-NP
17233,60,I-NP
17234,points,I-NP
17235,in,B-PP
17236,mid-afternoon,B-NP
17237,.,O
17238,Nil,Nil
17239,On,B-PP
17240,the,B-NP
17241,prospect,I-NP
17242,for,B-PP
17243,rebuilding,B-VP
17244,northern,B-NP
17245,California,I-NP
17246,",",O
17247,investors,B-NP
17248,bid,B-VP
17249,up,B-PRT
17250,cement-makers,B-NP
17251,Calmat,I-NP
17252,Co.,I-NP
17253,Nil,Nil
17254,",",O
17255,up,B-ADVP
17256,$,B-NP
17257,2.75,I-NP
17258,to,B-PP
17259,$,B-NP
17260,28.75,I-NP
17261,",",O
17262,and,O
17263,Lone,B-NP
17264,Star,I-NP
17265,Industries,I-NP
17266,Inc.,I-NP
17267,",",O
17268,up,B-ADVP
17269,$,B-NP
17270,1.75,I-NP
17271,to,B-PP
17272,$,B-NP
17273,29.25,I-NP
17274,.,O
17275,Nil,Nil
17276,The,B-NP
17277,arms-kickback,I-NP
17278,Nil,Nil
17279,scandal,I-NP
17280,is,B-VP
17281,likely,B-ADJP
17282,to,B-VP
17283,be,I-VP
17284,one,B-NP
17285,of,B-PP
17286,the,B-NP
17287,big,I-NP
17288,talking,I-NP
17289,points,I-NP
17290,in,B-PP
17291,the,B-NP
17292,campaign,I-NP
17293,",",O
17294,but,O
17295,it,B-NP
17296,'s,B-VP
17297,unclear,B-ADJP
17298,how,B-ADVP
17299,it,B-NP
17300,is,B-VP
17301,Nil,Nil
17302,viewed,I-VP
17303,by,B-PP
17304,average,B-NP
17305,Indian,I-NP
17306,voters,I-NP
17307,.,O
17308,Nil,Nil
17309,It,B-NP
17310,was,B-VP
17311,the,B-NP
17312,possibility,I-NP
17313,of,B-PP
17314,this,B-NP
17315,demand,I-NP
17316,that,B-NP
17317,helped,B-VP
17318,firm,I-VP
17319,prices,B-NP
17320,",",O
17321,the,B-NP
17322,analyst,I-NP
17323,said,B-VP
17324,.,O
17325,Nil,Nil
17326,The,B-NP
17327,National,I-NP
17328,Cancer,I-NP
17329,Institute,I-NP
17330,report,I-NP
17331,compares,B-VP
17332,mortality,B-NP
17333,rates,I-NP
17334,of,B-PP
17335,Nil,Nil
17336,two,B-NP
17337,groups,I-NP
17338,of,B-PP
17339,people,B-NP
17340,between,B-PP
17341,the,B-NP
17342,ages,I-NP
17343,of,B-PP
17344,35,B-NP
17345,and,I-NP
17346,44,I-NP
17347,a,B-NP
17348,decade,I-NP
17349,apart,B-ADJP
17350,.,O
17351,Nil,Nil
17352,That,B-NP
17353,'s,B-VP
17354,the,B-NP
17355,Nil,Nil
17356,view,I-NP
17357,of,B-PP
17358,some,B-NP
17359,analysts,I-NP
17360,here,B-ADVP
17361,who,B-NP
17362,argue,B-VP
17363,that,B-SBAR
17364,Britain,B-NP
17365,'s,B-NP
17366,leading,I-NP
17367,maker,I-NP
17368,of,B-PP
17369,luxury,B-NP
17370,cars,I-NP
17371,still,B-ADVP
17372,may,B-VP
17373,have,I-VP
17374,two,B-NP
17375,U.S.,I-NP
17376,auto,I-NP
17377,giants,I-NP
17378,battling,B-VP
17379,for,B-PP
17380,it,B-NP
17381,.,O
17382,Nil,Nil
17383,The,B-NP
17384,Nil,Nil
17385,usual,I-NP
17386,problem,I-NP
17387,with,B-PP
17388,including,B-VP
17389,communists,B-NP
17390,in,B-PP
17391,``,B-NP
17392,interim,I-NP
17393,'',I-NP
17394,coalition,I-NP
17395,governments,I-NP
17396,is,B-VP
17397,that,B-SBAR
17398,their,B-NP
17399,ideology,I-NP
17400,and,I-NP
17401,methods,I-NP
17402,require,B-VP
17403,they,B-NP
17404,squeeze,B-VP
17405,out,B-PRT
17406,everyone,B-NP
17407,else,B-ADJP
17408,.,O
17409,Nil,Nil
17410,At,B-PP
17411,the,B-NP
17412,1988,I-NP
17413,GOP,I-NP
17414,convention,I-NP
17415,",",O
17416,abortion,B-NP
17417,was,B-VP
17418,barely,I-VP
17419,discussed,I-VP
17420,at,B-ADVP
17421,Nil,Nil
17422,all,I-ADVP
17423,",",O
17424,though,B-SBAR
17425,delegates,B-NP
17426,were,B-VP
17427,evenly,B-ADJP
17428,divided,I-ADJP
17429,on,B-PP
17430,the,B-NP
17431,question,I-NP
17432,of,B-PP
17433,an,B-NP
17434,anti-abortion,I-NP
17435,constitutional,I-NP
17436,amendment,I-NP
17437,.,O
17438,Nil,Nil
17439,The,B-NP
17440,latest,I-NP
17441,10-year,I-NP
17442,notes,I-NP
17443,Nil,Nil
17444,were,B-VP
17445,quoted,I-VP
17446,late,B-ADVP
17447,at,B-PP
17448,a,B-NP
17449,price,I-NP
17450,of,B-PP
17451,99,B-NP
17452,26\/32,I-NP
17453,to,B-VP
17454,yield,I-VP
17455,8,B-NP
17456,%,I-NP
17457,",",O
17458,compared,B-PP
17459,with,B-PP
17460,Nil,Nil
17461,99,B-NP
17462,25\/32,I-NP
17463,to,B-VP
17464,yield,I-VP
17465,8.01,B-NP
17466,%,I-NP
17467,.,O
17468,Nil,Nil
17469,B.A.T,B-NP
17470,shares,I-NP
17471,rose,B-VP
17472,29,B-NP
17473,pence,I-NP
17474,to,B-PP
17475,783,B-NP
17476,pence,I-NP
17477,on,B-PP
17478,London,B-NP
17479,'s,B-NP
17480,stock,I-NP
17481,exchange,I-NP
17482,yesterday,B-NP
17483,.,O
17484,Nil,Nil
17485,Medical,B-NP
17486,costs,I-NP
17487,continued,B-VP
17488,their,B-NP
17489,steep,I-NP
17490,ascent,I-NP
17491,",",O
17492,rising,B-VP
17493,Nil,Nil
17494,0.8,B-NP
17495,%,I-NP
17496,after,B-PP
17497,four,B-NP
17498,consecutive,I-NP
17499,months,I-NP
17500,of,B-PP
17501,Nil,Nil
17502,0.7,B-NP
17503,%,I-NP
17504,increases,I-NP
17505,.,O
17506,Nil,Nil
17507,But,O
17508,through,B-PP
17509,this,B-NP
17510,period,I-NP
17511,",",O
17512,so,B-ADVP
17513,far,I-ADVP
17514,as,B-SBAR
17515,Nil,Nil
17516,the,B-NP
17517,U.S.,I-NP
17518,military,I-NP
17519,was,B-VP
17520,concerned,I-VP
17521,",",O
17522,Mr.,B-NP
17523,Noriega,I-NP
17524,was,B-VP
17525,a,B-NP
17526,model,I-NP
17527,recruit,I-NP
17528,.,O
17529,Nil,Nil
17530,But,O
17531,Dale,B-NP
17532,Irvine,I-NP
17533,",",O
17534,director,B-NP
17535,of,B-PP
17536,the,B-NP
17537,emergency,I-NP
17538,center,I-NP
17539,",",O
17540,said,B-VP
17541,service,B-NP
17542,was,B-VP
17543,being,I-VP
17544,restored,I-VP
17545,Nil,Nil
17546,to,B-PP
17547,outlying,B-NP
17548,San,I-NP
17549,Francisco,I-NP
17550,areas,I-NP
17551,.,O
17552,Nil,Nil
17553,Philip,B-NP
17554,Morris,I-NP
17555,disclosed,B-VP
17556,little,B-NP
17557,detailed,I-NP
17558,information,I-NP
17559,about,B-PP
17560,performance,B-NP
17561,Nil,Nil
17562,by,B-PP
17563,major,B-NP
17564,business,I-NP
17565,lines,I-NP
17566,except,O
17567,to,B-VP
17568,say,I-VP
17569,that,B-SBAR
17570,most,B-NP
17571,",",O
17572,including,B-PP
17573,Nil,Nil
17574,Philip,B-NP
17575,Morris,I-NP
17576,U.S.A.,I-NP
17577,",",O
17578,Kraft,B-NP
17579,General,I-NP
17580,Foods,I-NP
17581,and,O
17582,Miller,B-NP
17583,Brewing,I-NP
17584,Nil,Nil
17585,Co.,I-NP
17586,",",O
17587,posted,B-VP
17588,increased,B-NP
17589,revenues,I-NP
17590,.,O
17591,Nil,Nil
17592,Confronted,B-VP
17593,Nil,Nil
17594,with,B-PP
17595,the,B-NP
17596,evidence,I-NP
17597,",",O
17598,Mr.,B-NP
17599,Tharp,I-NP
17600,pleaded,B-VP
17601,guilty,B-ADJP
17602,to,B-PP
17603,one,B-NP
17604,charge,I-NP
17605,of,B-PP
17606,filing,B-VP
17607,a,B-NP
17608,false,I-NP
17609,return,I-NP
17610,and,O
17611,was,B-VP
17612,fined,I-VP
17613,$,B-NP
17614,"5,000",I-NP
17615,and,O
17616,Nil,Nil
17617,sentenced,B-VP
17618,to,B-PP
17619,18,B-NP
17620,months,I-NP
17621,in,B-PP
17622,prison,B-NP
17623,Nil,Nil
17624,.,O
17625,Nil,Nil
17626,Declining,B-NP
17627,issues,I-NP
17628,outnumbered,B-VP
17629,advancers,B-NP
17630,505-455,B-ADVP
17631,",",O
17632,with,B-SBAR
17633,172,B-NP
17634,unchanged,B-ADJP
17635,.,O
17636,Nil,Nil
17637,In,B-PP
17638,Nil,Nil
17639,the,B-NP
17640,the,I-NP
17641,latest,I-NP
17642,quarter,I-NP
17643,",",O
17644,thanks,B-ADVP
17645,in,B-PP
17646,part,B-NP
17647,to,B-PP
17648,``,O
17649,Batman,B-NP
17650,",",O
17651,Nil,Nil
17652,'',O
17653,Guber,B-NP
17654,Peters,I-NP
17655,earned,B-VP
17656,$,B-NP
17657,5.8,I-NP
17658,million,I-NP
17659,",",O
17660,or,O
17661,50,B-NP
17662,cents,I-NP
17663,a,B-NP
17664,share,I-NP
17665,",",O
17666,compared,B-PP
17667,to,B-PP
17668,a,B-NP
17669,loss,I-NP
17670,of,B-PP
17671,$,B-NP
17672,6.8,I-NP
17673,million,I-NP
17674,",",O
17675,or,O
17676,62,B-NP
17677,cents,I-NP
17678,Nil,Nil
17679,a,B-NP
17680,share,I-NP
17681,",",O
17682,in,B-PP
17683,last,B-NP
17684,year,I-NP
17685,'s,B-NP
17686,quarter,I-NP
17687,.,O
17688,Nil,Nil
17689,That,B-NP
17690,news,I-NP
17691,",",O
17692,plus,B-PP
17693,recent,B-NP
17694,signs,I-NP
17695,of,B-PP
17696,economic,B-NP
17697,sluggishness,I-NP
17698,Nil,Nil
17699,",",O
17700,greatly,B-ADVP
17701,increases,B-VP
17702,pressure,B-NP
17703,on,B-PP
17704,the,B-NP
17705,Federal,I-NP
17706,Reserve,I-NP
17707,to,B-VP
17708,ease,I-VP
17709,credit,B-NP
17710,further,B-ADVP
17711,",",O
17712,which,B-NP
17713,in,B-PP
17714,turn,B-NP
17715,Nil,Nil
17716,would,B-VP
17717,be,I-VP
17718,good,B-NP
17719,news,I-NP
17720,for,B-PP
17721,stocks,B-NP
17722,",",O
17723,investment,B-NP
17724,managers,I-NP
17725,say,B-VP
17726,.,O
17727,Nil,Nil
17728,The,B-NP
17729,disclosures,I-NP
17730,state,B-VP
17731,that,B-SBAR
17732,commissions,B-NP
17733,were,B-VP
17734,paid,I-VP
17735,by,B-PP
17736,Bofors,B-NP
17737,to,B-PP
17738,an,B-NP
17739,Indian,I-NP
17740,agent,I-NP
17741,of,B-PP
17742,the,B-NP
17743,arms,I-NP
17744,Nil,Nil
17745,company,I-NP
17746,.,O
17747,Nil,Nil
17748,In,B-PP
17749,addition,B-NP
17750,",",O
17751,a,B-NP
17752,planned,I-NP
17753,two-part,I-NP
17754,offering,I-NP
17755,of,B-PP
17756,$,B-NP
17757,58,I-NP
17758,million,I-NP
17759,in,B-PP
17760,unsecured,B-NP
17761,notes,I-NP
17762,was,B-VP
17763,n't,I-VP
17764,offered,I-VP
17765,.,O
17766,Nil,Nil
17767,Nil,Nil
17768,Darla,B-NP
17769,St.,I-NP
17770,Martin,I-NP
17771,",",O
17772,of,B-PP
17773,the,O
17774,National,O
17775,Right,O
17776,to,B-PP
17777,Life,B-NP
17778,Committee,B-NP
17779,",",O
17780,says,B-VP
17781,exit,B-NP
17782,polls,I-NP
17783,from,B-PP
17784,the,B-NP
17785,1988,I-NP
17786,election,I-NP
17787,had,B-VP
17788,single-issue,B-NP
17789,",",I-NP
17790,pro-life,I-NP
17791,voters,I-NP
17792,Nil,Nil
17793,giving,B-VP
17794,Mr.,B-NP
17795,Bush,I-NP
17796,about,B-NP
17797,five,I-NP
17798,more,I-NP
17799,percentage,I-NP
17800,points,I-NP
17801,of,B-PP
17802,support,B-NP
17803,than,B-SBAR
17804,pro-choice,B-NP
17805,voters,I-NP
17806,gave,B-VP
17807,Michael,B-NP
17808,Dukakis,I-NP
17809,.,O
17810,Nil,Nil
17811,Two,B-NP
17812,Los,I-NP
17813,Angeles,I-NP
17814,radio,I-NP
17815,stations,I-NP
17816,initiated,B-VP
17817,Red,B-NP
17818,Cross,I-NP
17819,donation,I-NP
17820,campaigns,I-NP
17821,Nil,Nil
17822,",",O
17823,and,O
17824,one,B-NP
17825,Los,I-NP
17826,Angeles,I-NP
17827,bank,I-NP
17828,manager,I-NP
17829,forked,B-VP
17830,over,B-PRT
17831,$,B-NP
17832,"150,000",I-NP
17833,of,B-PP
17834,his,B-NP
17835,own,I-NP
17836,money,I-NP
17837,for,B-PP
17838,relief,B-NP
17839,purposes,I-NP
17840,",",O
17841,the,B-NP
17842,Red,I-NP
17843,Cross,I-NP
17844,Nil,Nil
17845,said,B-VP
17846,.,O
17847,Nil,Nil
17848,In,B-PP
17849,any,B-NP
17850,new,I-NP
17851,proposal,I-NP
17852,",",O
17853,British,B-NP
17854,Air,I-NP
17855,would,B-VP
17856,expect,I-VP
17857,a,B-NP
17858,greater,I-NP
17859,rate,I-NP
17860,of,B-PP
17861,return,B-NP
17862,than,B-PP
17863,the,B-NP
17864,20%-plus,I-NP
17865,in,B-PP
17866,the,B-NP
17867,Nil,Nil
17868,original,I-NP
17869,proposal,I-NP
17870,.,O
17871,Nil,Nil
17872,Trucking,B-NP
17873,",",I-NP
17874,shipping,I-NP
17875,and,I-NP
17876,air-freight,I-NP
17877,companies,I-NP
17878,have,B-VP
17879,announced,I-VP
17880,rate,B-NP
17881,increases,I-NP
17882,",",O
17883,scheduled,B-VP
17884,for,B-PP
17885,this,B-NP
17886,fall,I-NP
17887,or,O
17888,early,B-NP
17889,next,I-NP
17890,year,I-NP
17891,",",O
17892,reflecting,B-VP
17893,higher,B-NP
17894,costs,I-NP
17895,and,O
17896,tightened,B-NP
17897,demand,I-NP
17898,for,B-PP
17899,freight,B-NP
17900,transport,I-NP
17901,.,O
17902,Nil,Nil
17903,Mr.,B-NP
17904,Nil,Nil
17905,Meador,I-NP
17906,had,B-VP
17907,been,I-VP
17908,executive,B-NP
17909,vice,I-NP
17910,president,I-NP
17911,of,B-PP
17912,Balcor,B-NP
17913,.,O
17914,Nil,Nil
17915,The,B-NP
17916,first,I-NP
17917,phase,I-NP
17918,of,B-PP
17919,the,B-NP
17920,program,I-NP
17921,has,B-VP
17922,been,I-VP
17923,completed,I-VP
17924,Nil,Nil
17925,",",O
17926,but,O
17927,two,B-NP
17928,other,I-NP
17929,phases,I-NP
17930,are,B-VP
17931,continuing,I-VP
17932,.,O
17933,Nil,Nil
17934,But,O
17935,consumer,B-NP
17936,expenditure,I-NP
17937,data,I-NP
17938,released,B-VP
17939,Friday,B-NP
17940,Nil,Nil
17941,do,B-VP
17942,n't,I-VP
17943,suggest,I-VP
17944,that,B-SBAR
17945,the,B-NP
17946,U.K.,I-NP
17947,economy,I-NP
17948,is,B-VP
17949,slowing,I-VP
17950,that,B-ADVP
17951,quickly,I-ADVP
17952,.,O
17953,Nil,Nil
17954,They,B-NP
17955,have,B-VP
17956,laid,I-VP
17957,out,B-PRT
17958,about,B-NP
17959,$,I-NP
17960,1,I-NP
17961,billion,I-NP
17962,Nil,Nil
17963,for,B-PP
17964,so-called,B-NP
17965,baccalaureate,I-NP
17966,zero-coupon,I-NP
17967,municipal,I-NP
17968,bonds,I-NP
17969,--,O
17970,so,B-VP
17971,far,I-VP
17972,offered,I-VP
17973,Nil,Nil
17974,by,B-PP
17975,Connecticut,B-NP
17976,",",O
17977,Illinois,B-NP
17978,",",O
17979,Virginia,B-NP
17980,Nil,Nil
17981,and,O
17982,eight,B-NP
17983,other,I-NP
17984,states,I-NP
17985,.,O
17986,Nil,Nil
17987,Caldwell,B-NP
17988,Butler,I-NP
17989,",",O
17990,a,B-NP
17991,conservative,I-NP
17992,former,I-NP
17993,congressman,I-NP
17994,",",O
17995,was,B-VP
17996,barred,I-VP
17997,from,B-PP
17998,a,B-NP
17999,Legal,I-NP
18000,Services,I-NP
18001,post,I-NP
18002,",",O
18003,after,B-SBAR
18004,he,B-NP
18005,gave,B-VP
18006,wrong,B-NP
18007,answers,I-NP
18008,on,B-PP
18009,abortion,B-NP
18010,.,O
18011,Nil,Nil
18012,And,O
18013,returns,B-NP
18014,on,B-PP
18015,cash,B-NP
18016,investments,I-NP
18017,may,B-VP
18018,continue,I-VP
18019,to,I-VP
18020,Nil,Nil
18021,exceed,I-VP
18022,inflation,B-NP
18023,by,B-PP
18024,a,B-NP
18025,wider,I-NP
18026,margin,I-NP
18027,than,B-SBAR
18028,they,B-NP
18029,did,B-VP
18030,over,B-PP
18031,the,B-NP
18032,long-term,I-NP
18033,past,I-NP
18034,.,O
18035,Nil,Nil
18036,By,B-PP
18037,the,B-NP
18038,end,I-NP
18039,of,B-PP
18040,1973,B-NP
18041,",",O
18042,the,B-NP
18043,number,I-NP
18044,of,B-PP
18045,Nil,Nil
18046,``,B-NP
18047,underlying,I-NP
18048,'',I-NP
18049,Big,I-NP
18050,Board,I-NP
18051,stocks,I-NP
18052,had,B-VP
18053,been,I-VP
18054,increased,I-VP
18055,to,B-PP
18056,50,B-NP
18057,and,O
18058,the,B-NP
18059,options,I-NP
18060,exchange,I-NP
18061,had,B-VP
18062,run,I-VP
18063,up,B-PRT
18064,volume,B-NP
18065,of,B-PP
18066,1.1,B-NP
18067,million,I-NP
18068,contracts,I-NP
18069,.,O
18070,Nil,Nil
18071,Those,B-NP
18072,changes,I-NP
18073,in,B-PP
18074,its,B-NP
18075,condition,I-NP
18076,meant,B-VP
18077,the,B-NP
18078,reorganization,I-NP
18079,plan,I-NP
18080,previously,B-VP
18081,presented,I-VP
18082,to,B-PP
18083,creditors,B-NP
18084,would,B-VP
18085,have,I-VP
18086,to,I-VP
18087,be,I-VP
18088,revamped,I-VP
18089,Nil,Nil
18090,.,O
18091,Nil,Nil
18092,Such,B-NP
18093,an,I-NP
18094,organization,I-NP
18095,could,B-VP
18096,",",O
18097,among,B-PP
18098,other,B-NP
18099,things,I-NP
18100,",",O
18101,set,B-VP
18102,minimum,B-NP
18103,standards,I-NP
18104,for,B-PP
18105,competence,B-NP
18106,",",I-NP
18107,ethics,I-NP
18108,and,I-NP
18109,finances,I-NP
18110,and,O
18111,punish,B-VP
18112,those,B-NP
18113,investment,I-NP
18114,advisers,I-NP
18115,who,B-NP
18116,broke,B-VP
18117,the,B-NP
18118,rules,I-NP
18119,.,O
18120,Nil,Nil
18121,They,B-NP
18122,can,B-VP
18123,ignore,I-VP
18124,the,B-NP
18125,S&P,I-NP
18126,500,I-NP
18127,stocks,I-NP
18128,altogether,B-ADVP
18129,and,O
18130,focus,B-VP
18131,Nil,Nil
18132,on,B-PP
18133,particular,B-NP
18134,types,I-NP
18135,of,B-PP
18136,stocks,B-NP
18137,",",O
18138,such,B-PP
18139,as,I-PP
18140,smaller,B-NP
18141,companies,I-NP
18142,",",O
18143,those,B-NP
18144,paying,I-NP
18145,high,I-NP
18146,dividends,I-NP
18147,or,O
18148,companies,B-NP
18149,in,B-PP
18150,a,B-NP
18151,particular,I-NP
18152,industry,I-NP
18153,",",I-NP
18154,state,I-NP
18155,or,I-NP
18156,country,I-NP
18157,.,O
18158,Nil,Nil
18159,PLASTIC,B-NP
18160,PENCILS,I-NP
18161,",",O
18162,CODE-NAMED,B-VP
18163,E-71,B-NP
18164,",",O
18165,made,B-VP
18166,their,B-NP
18167,hush-hush,I-NP
18168,Nil,Nil
18169,debut,I-NP
18170,in,B-PP
18171,children,B-NP
18172,'s,B-NP
18173,pencil,I-NP
18174,boxes,I-NP
18175,at,B-PP
18176,five-and-dime,B-NP
18177,stores,I-NP
18178,in,B-PP
18179,1973,B-NP
18180,.,O
18181,Nil,Nil
18182,White,B-NP
18183,women,I-NP
18184,serve,B-VP
18185,tea,B-NP
18186,and,I-NP
18187,coffee,I-NP
18188,",",O
18189,and,O
18190,then,O
18191,Nil,Nil
18192,wash,B-VP
18193,the,B-NP
18194,cups,I-NP
18195,and,I-NP
18196,saucers,I-NP
18197,afterwards,B-ADVP
18198,.,O
18199,Nil,Nil
18200,The,B-NP
18201,company,I-NP
18202,has,B-VP
18203,begun,I-VP
18204,offering,I-VP
18205,shots,B-NP
18206,of,B-PP
18207,gamma,B-NP
18208,globulin,I-NP
18209,",",O
18210,which,B-NP
18211,will,B-VP
18212,Nil,Nil
18213,diminish,I-VP
18214,the,B-NP
18215,flu-like,I-NP
18216,symptoms,I-NP
18217,of,B-PP
18218,hepatitis,B-NP
18219,A,I-NP
18220,Nil,Nil
18221,",",O
18222,in,B-PP
18223,anyone,B-NP
18224,who,B-NP
18225,has,B-VP
18226,contracted,I-VP
18227,the,B-NP
18228,disease,I-NP
18229,",",O
18230,Mr.,B-NP
18231,Mattausch,I-NP
18232,said,B-VP
18233,.,O
18234,Nil,Nil
18235,Money,B-NP
18236,Market,I-NP
18237,Deposits,I-NP
18238,-,O
18239,a,B-NP
18240,6.23,B-NP
18241,%,I-NP
18242,Nil,Nil
18243,Falconbridge,B-NP
18244,",",O
18245,he,B-NP
18246,Nil,Nil
18247,says,B-VP
18248,",",O
18249,will,B-VP
18250,continue,I-VP
18251,operating,I-VP
18252,in,B-PP
18253,its,B-NP
18254,current,I-NP
18255,Nil,Nil
18256,form,I-NP
18257,.,O
18258,Nil,Nil
18259,Two,B-NP
18260,reform-minded,I-NP
18261,party,I-NP
18262,leaders,I-NP
18263,favored,B-VP
18264,by,B-PP
18265,Moscow,B-NP
18266,as,B-PP
18267,possible,B-NP
18268,successors,I-NP
18269,to,B-PP
18270,Mr.,B-NP
18271,Honecker,I-NP
18272,",",O
18273,Dresden,B-NP
18274,party,I-NP
18275,secretary,I-NP
18276,Hans,I-NP
18277,Nil,Nil
18278,Modrow,I-NP
18279,and,O
18280,Politburo,B-NP
18281,member,I-NP
18282,Guenter,I-NP
18283,Schabowski,I-NP
18284,",",O
18285,were,B-VP
18286,passed,I-VP
18287,over,B-ADVP
18288,.,O
18289,Nil,Nil
18290,That,B-NP
18291,brought,B-VP
18292,in,B-ADVP
18293,considerable,B-NP
18294,fund,I-NP
18295,selling,I-NP
18296,",",O
18297,which,B-NP
18298,continued,B-VP
18299,until,B-PP
18300,the,B-NP
18301,close,I-NP
18302,of,B-PP
18303,trading,B-NP
18304,.,O
18305,Nil,Nil
18306,We,B-NP
18307,Nil,Nil
18308,need,B-VP
18309,them,B-NP
18310,and,O
18311,I,B-NP
18312,thank,B-VP
18313,God,B-NP
18314,for,B-PP
18315,them,B-NP
18316,.,O
18317,'',O
18318,Nil,Nil
18319,The,B-NP
18320,two,I-NP
18321,banks,I-NP
